date,target close,open,high,low,percentage
2020-11-12,3537.01,3562.67,3569.02,3518.58,-1.0
2020-11-11,3572.66,3563.22,3581.16,3557.0,0.77
2020-11-10,3545.53,3543.26,3557.22,3511.91,-0.14
2020-11-09,3550.5,3583.04,3645.99,3547.48,1.17
2020-11-06,3509.44,3508.34,3521.58,3484.34,-0.03
2020-11-05,3510.45,3485.74,3529.05,3485.74,1.95
2020-11-04,3443.44,3406.46,3486.25,3405.17,2.2
2020-11-03,3369.16,3336.25,3389.49,3336.25,1.78
2020-11-02,3310.24,3296.2,3330.14,3279.74,1.23
2020-10-30,3269.96,3293.59,3304.93,3233.94,-1.21
2020-10-29,3310.11,3277.17,3341.05,3259.82,1.19
2020-10-28,3271.03,3342.48,3342.48,3268.89,-3.53
2020-10-27,3390.68,3403.15,3409.51,3388.71,-0.3
2020-10-26,3400.97,3441.42,3441.42,3364.86,-1.86
2020-10-23,3465.39,3464.9,3466.46,3440.45,0.34
2020-10-22,3453.49,3438.5,3460.53,3415.34,0.52
2020-10-21,3435.56,3439.91,3464.86,3433.06,-0.22
2020-10-20,3443.12,3439.38,3476.93,3435.65,0.47
2020-10-19,3426.92,3493.66,3502.42,3419.93,-1.63
2020-10-16,3483.81,3493.5,3515.76,3480.45,0.01
2020-10-15,3483.34,3453.72,3489.08,3440.89,-0.15
2020-10-14,3488.67,3515.47,3527.94,3480.55,-0.66
2020-10-13,3511.93,3534.01,3534.01,3500.86,-0.63
2020-10-12,3534.22,3500.02,3549.85,3499.61,1.64
2020-10-09,3477.13,3459.67,3482.34,3458.07,0.88
2020-10-08,3446.83,3434.28,3447.28,3428.15,0.8
2020-10-07,3419.45,3384.56,3426.26,3384.56,1.74
2020-10-06,3360.95,3408.74,3431.56,3354.54,-1.4
2020-10-05,3408.63,3367.27,3409.57,3367.27,1.8
2020-10-02,3348.44,3338.94,3369.1,3323.69,-0.96
2020-10-01,3380.8,3385.87,3397.18,3361.39,0.53
2020-09-30,3363.0,3341.21,3393.56,3340.47,0.83
2020-09-29,3335.47,3350.92,3357.92,3327.54,-0.48
2020-09-28,3351.6,3333.9,3360.74,3332.91,1.61
2020-09-25,3298.46,3236.66,3306.88,3228.44,1.6
2020-09-24,3246.59,3226.14,3278.7,3209.45,0.3
2020-09-23,3236.92,3320.11,3323.35,3232.57,-2.37
2020-09-22,3315.57,3295.75,3320.31,3270.95,1.05
2020-09-21,3281.06,3285.57,3285.57,3229.1,-1.16
2020-09-18,3319.47,3357.38,3362.27,3292.4,-1.12
2020-09-17,3357.01,3346.86,3375.17,3328.82,-0.84
2020-09-16,3385.49,3411.23,3428.92,3384.45,-0.46
2020-09-15,3401.2,3407.73,3419.48,3389.25,0.52
2020-09-14,3383.54,3363.56,3402.93,3363.56,1.27
2020-09-11,3340.97,3352.7,3368.95,3310.47,0.05
2020-09-10,3339.19,3412.56,3425.55,3329.25,-1.76
2020-09-09,3398.96,3369.82,3424.77,3366.84,2.01
2020-09-08,3331.84,3371.88,3379.97,3329.27,-2.78
2020-09-04,3426.96,3453.6,3479.15,3349.63,-0.81
2020-09-03,3455.06,3564.74,3564.85,3427.41,-3.51
2020-09-02,3580.84,3543.76,3588.11,3535.23,1.54
2020-09-01,3526.65,3507.44,3528.03,3494.6,0.75
2020-08-31,3500.31,3509.73,3514.77,3493.25,-0.22
2020-08-28,3508.01,3494.69,3509.23,3484.32,0.67
2020-08-27,3484.55,3485.14,3501.38,3468.35,0.17
2020-08-26,3478.73,3449.97,3481.07,3444.15,1.02
2020-08-25,3443.62,3435.95,3444.21,3425.84,0.36
2020-08-24,3431.28,3418.09,3432.09,3413.13,1.0
2020-08-21,3397.16,3386.01,3399.96,3379.31,0.34
2020-08-20,3385.51,3360.48,3390.8,3354.69,0.32
2020-08-19,3374.85,3392.51,3399.54,3369.66,-0.44
2020-08-18,3389.78,3387.04,3395.06,3370.15,0.23
2020-08-17,3381.99,3380.86,3387.59,3379.22,0.27
2020-08-14,3372.85,3368.66,3378.51,3361.64,-0.02
2020-08-13,3373.43,3372.95,3387.24,3363.35,-0.2
2020-08-12,3380.35,3355.46,3387.89,3355.46,1.4
2020-08-11,3333.69,3370.34,3381.01,3326.44,-0.8
2020-08-10,3360.47,3356.04,3363.29,3335.44,0.27
2020-08-07,3351.28,3340.05,3352.54,3328.72,0.06
2020-08-06,3349.16,3323.17,3351.03,3318.14,0.64
2020-08-05,3327.77,3317.37,3330.77,3317.37,0.64
2020-08-04,3306.51,3289.92,3306.84,3286.37,0.36
2020-08-03,3294.61,3288.26,3302.73,3284.53,0.72
2020-07-31,3271.12,3270.45,3272.17,3220.26,0.77
2020-07-30,3246.22,3231.76,3250.92,3204.13,-0.38
2020-07-29,3258.44,3227.22,3264.74,3227.22,1.24
2020-07-28,3218.44,3234.27,3243.72,3216.17,-0.65
2020-07-27,3239.41,3219.84,3241.43,3214.25,0.74
2020-07-24,3215.63,3218.58,3227.26,3200.05,-0.62
2020-07-23,3235.66,3271.64,3279.99,3222.66,-1.23
2020-07-22,3276.02,3254.86,3279.32,3253.1,0.57
2020-07-21,3257.3,3268.52,3277.29,3247.77,0.17
2020-07-20,3251.84,3224.29,3258.61,3215.16,0.84
2020-07-17,3224.73,3224.21,3233.52,3205.65,0.28
2020-07-16,3215.57,3208.36,3220.39,3198.59,-0.34
2020-07-15,3226.56,3225.98,3238.28,3200.76,0.91
2020-07-14,3197.52,3141.11,3200.95,3127.66,1.34
2020-07-13,3155.22,3205.08,3235.32,3149.43,-0.94
2020-07-10,3185.04,3152.47,3186.82,3136.22,1.05
2020-07-09,3152.05,3176.17,3179.78,3115.7,-0.56
2020-07-08,3169.94,3153.07,3171.8,3136.53,0.78
2020-07-07,3145.32,3166.44,3184.15,3142.93,-1.08
2020-07-06,3179.72,3155.29,3182.59,3155.29,1.59
2020-07-02,3130.01,3143.64,3165.81,3124.52,0.45
2020-07-01,3115.86,3105.92,3128.44,3101.17,0.5
2020-06-30,3100.29,3050.2,3111.51,3047.83,1.54
2020-06-29,3053.24,3018.59,3053.89,2999.74,1.47
2020-06-26,3009.05,3073.2,3073.73,3004.63,-2.42
2020-06-25,3083.76,3046.6,3086.25,3024.01,1.1
2020-06-24,3050.33,3114.4,3115.01,3032.13,-2.59
2020-06-23,3131.29,3138.7,3154.9,3127.12,0.43
2020-06-22,3117.86,3094.42,3120.92,3079.39,0.65
2020-06-19,3097.74,3140.29,3155.53,3083.11,-0.56
2020-06-18,3115.34,3101.64,3120.0,3093.51,0.06
2020-06-17,3113.49,3136.13,3141.16,3108.03,-0.36
2020-06-16,3124.74,3131.0,3153.45,3076.06,1.9
2020-06-15,3066.59,2993.76,3079.76,2965.66,0.83
2020-06-12,3041.31,3071.04,3088.42,2984.47,1.31
2020-06-11,3002.1,3123.53,3123.53,2999.49,-5.89
2020-06-10,3190.14,3213.42,3223.27,3181.49,-0.53
2020-06-09,3207.18,3213.32,3222.71,3193.11,-0.78
2020-06-08,3232.39,3199.92,3233.13,3196.0,1.2
2020-06-05,3193.93,3163.84,3211.72,3163.84,2.62
2020-06-04,3112.35,3111.56,3128.91,3090.41,-0.34
2020-06-03,3122.87,3098.9,3130.94,3098.9,1.36
2020-06-02,3080.82,3064.78,3081.07,3051.64,0.82
2020-06-01,3055.73,3038.78,3062.18,3031.54,0.38
2020-05-29,3044.31,3025.17,3049.17,2998.61,0.48
2020-05-28,3029.73,3046.61,3068.67,3023.4,-0.21
2020-05-27,3036.13,3015.65,3036.25,2969.75,1.48
2020-05-26,2991.77,3004.08,3021.72,2988.17,1.23
2020-05-22,2955.45,2948.05,2956.76,2933.59,0.24
2020-05-21,2948.51,2969.95,2978.5,2938.57,-0.78
2020-05-20,2971.61,2953.63,2980.29,2953.63,1.67
2020-05-19,2922.94,2948.59,2964.21,2922.35,-1.05
2020-05-18,2953.91,2913.86,2968.09,2913.86,3.15
2020-05-15,2863.7,2829.95,2865.01,2816.78,0.39
2020-05-14,2852.5,2794.54,2852.8,2766.64,1.15
2020-05-13,2820.0,2865.86,2874.14,2793.15,-1.75
2020-05-12,2870.12,2939.5,2945.82,2869.59,-2.05
2020-05-11,2930.32,2915.46,2944.25,2903.44,0.02
2020-05-08,2929.8,2908.83,2932.16,2902.88,1.69
2020-05-07,2881.19,2878.26,2901.92,2876.48,1.15
2020-05-06,2848.42,2883.14,2891.11,2847.65,-0.7
2020-05-05,2868.44,2868.88,2898.23,2863.55,0.9
2020-05-04,2842.74,2815.01,2844.24,2797.85,0.42
2020-05-01,2830.71,2869.09,2869.09,2821.61,-2.81
2020-04-30,2912.43,2930.91,2930.91,2892.47,-0.92
2020-04-29,2939.51,2918.46,2954.86,2912.16,2.66
2020-04-28,2863.39,2909.96,2921.15,2860.71,-0.52
2020-04-27,2878.48,2854.65,2887.72,2852.89,1.47
2020-04-24,2836.74,2812.64,2842.71,2791.76,1.39
2020-04-23,2797.8,2810.42,2844.9,2794.26,-0.05
2020-04-22,2799.31,2787.89,2815.1,2775.95,2.29
2020-04-21,2736.56,2784.81,2785.54,2727.1,-3.07
2020-04-20,2823.16,2845.62,2868.98,2820.43,-1.79
2020-04-17,2874.56,2842.43,2879.22,2830.88,2.68
2020-04-16,2799.55,2799.34,2806.51,2764.32,0.58
2020-04-15,2783.36,2795.64,2801.88,2761.54,-2.2
2020-04-14,2846.06,2805.1,2851.85,2805.1,3.06
2020-04-13,2761.63,2782.46,2782.46,2721.17,-1.01
2020-04-09,2789.82,2776.99,2818.57,2762.36,1.45
2020-04-08,2749.98,2685.0,2760.75,2663.3,3.41
2020-04-07,2659.41,2738.65,2756.89,2657.67,-0.16
2020-04-06,2663.68,2578.28,2676.85,2574.57,7.03
2020-04-03,2488.65,2514.92,2538.18,2459.96,-1.51
2020-04-02,2526.9,2458.54,2533.22,2455.79,2.28
2020-04-01,2470.5,2498.08,2522.75,2447.49,-4.41
2020-03-31,2584.59,2614.69,2641.39,2571.15,-1.6
2020-03-30,2626.65,2558.98,2631.8,2545.28,3.35
2020-03-27,2541.47,2555.87,2615.91,2520.02,-3.37
2020-03-26,2630.07,2501.29,2637.01,2500.72,6.24
2020-03-25,2475.56,2457.77,2571.42,2407.53,1.15
2020-03-24,2447.33,2344.44,2449.71,2344.44,9.38
2020-03-23,2237.4,2290.71,2300.73,2191.86,-2.93
2020-03-20,2304.92,2431.94,2453.01,2295.56,-4.34
2020-03-19,2409.39,2393.48,2466.97,2319.78,0.47
2020-03-18,2398.1,2436.5,2453.57,2280.52,-5.18
2020-03-17,2529.19,2425.66,2553.93,2367.04,6.0
2020-03-16,2386.13,2508.59,2562.98,2380.94,-11.98
2020-03-13,2711.02,2569.99,2711.33,2492.37,9.29
2020-03-12,2480.64,2630.86,2660.95,2478.86,-9.51
2020-03-11,2741.38,2825.6,2825.6,2707.22,-4.89
2020-03-10,2882.23,2813.48,2882.59,2734.0,4.94
2020-03-09,2746.56,2863.89,2863.89,2734.43,-7.6
2020-03-06,2972.37,2954.2,2985.93,2901.54,-1.71
2020-03-05,3023.94,3075.7,3083.04,2999.83,-3.39
2020-03-04,3130.12,3045.75,3130.97,3034.38,4.22
2020-03-03,3003.37,3096.46,3136.72,2976.63,-2.81
2020-03-02,3090.23,2974.28,3090.96,2945.19,4.6
2020-02-28,2954.22,2916.9,2959.72,2855.84,-0.82
2020-02-27,2978.76,3062.54,3097.07,2977.39,-4.42
2020-02-26,3116.39,3139.9,3182.51,3108.99,-0.38
2020-02-25,3128.21,3238.94,3246.99,3118.77,-3.03
2020-02-24,3225.89,3257.61,3259.81,3214.65,-3.35
2020-02-21,3337.75,3360.5,3360.76,3328.45,-1.05
2020-02-20,3373.23,3380.45,3389.15,3341.02,-0.38
2020-02-19,3386.15,3380.39,3393.52,3378.83,0.47
2020-02-18,3370.29,3369.04,3375.01,3355.61,-0.29
2020-02-14,3380.16,3378.08,3380.69,3366.15,0.18
2020-02-13,3373.94,3365.9,3385.09,3360.52,-0.16
2020-02-12,3379.45,3370.5,3381.47,3369.72,0.65
2020-02-11,3357.75,3365.87,3375.63,3352.72,0.17
2020-02-10,3352.09,3318.28,3352.26,3317.77,0.73
2020-02-07,3327.71,3335.54,3341.42,3322.12,-0.54
2020-02-06,3345.78,3344.92,3347.96,3334.39,0.33
2020-02-05,3334.69,3324.91,3337.58,3313.75,1.13
2020-02-04,3297.59,3280.61,3306.92,3280.61,1.5
2020-02-03,3248.92,3235.66,3268.44,3235.66,0.73
2020-01-31,3225.52,3282.33,3282.33,3214.68,-1.77
2020-01-30,3283.66,3256.45,3285.91,3242.8,0.31
2020-01-29,3273.4,3289.46,3293.47,3271.89,-0.09
2020-01-28,3276.24,3255.35,3285.78,3253.22,1.01
2020-01-27,3243.63,3247.16,3258.85,3234.5,-1.57
2020-01-24,3295.47,3333.1,3333.18,3281.53,-0.9
2020-01-23,3325.54,3315.77,3326.88,3301.87,0.11
2020-01-22,3321.75,3330.02,3337.77,3320.04,0.03
2020-01-21,3320.79,3321.03,3329.79,3316.61,-0.27
2020-01-17,3329.62,3323.66,3329.88,3318.86,0.39
2020-01-16,3316.81,3302.97,3317.11,3302.82,0.84
2020-01-15,3289.29,3282.27,3298.66,3280.69,0.19
2020-01-14,3283.15,3285.35,3294.25,3277.19,-0.15
2020-01-13,3288.13,3271.13,3288.13,3268.43,0.7
2020-01-10,3265.35,3281.81,3282.99,3260.86,-0.29
2020-01-09,3274.7,3266.03,3275.58,3263.67,0.67
2020-01-08,3253.05,3238.59,3267.07,3236.67,0.49
2020-01-07,3237.18,3241.86,3244.91,3232.43,-0.28
2020-01-06,3246.28,3217.55,3246.84,3214.64,0.35
2020-01-03,3234.85,3226.36,3246.15,3222.34,-0.71
2020-01-02,3257.85,3244.67,3258.14,3235.53,0.84
2019-12-31,3230.78,3215.18,3231.72,3212.03,0.29
2019-12-30,3221.29,3240.09,3240.92,3216.57,-0.58
2019-12-27,3240.02,3247.23,3247.93,3234.37,0.0
2019-12-26,3239.91,3227.2,3240.08,3227.2,0.51
2019-12-24,3223.38,3225.45,3226.43,3220.51,-0.02
2019-12-23,3224.01,3226.05,3227.78,3222.3,0.09
2019-12-20,3221.22,3223.33,3225.65,3216.03,0.49
2019-12-19,3205.37,3192.32,3205.48,3192.32,0.45
2019-12-18,3191.14,3195.21,3198.48,3191.14,-0.04
2019-12-17,3192.52,3195.4,3198.22,3191.03,0.03
2019-12-16,3191.45,3183.63,3197.71,3183.63,0.71
2019-12-13,3168.8,3166.65,3182.68,3156.51,0.01
2019-12-12,3168.57,3141.23,3176.28,3138.47,0.86
2019-12-11,3141.63,3135.75,3143.98,3133.21,0.29
2019-12-10,3132.52,3135.36,3142.12,3126.09,-0.11
2019-12-09,3135.96,3141.86,3148.87,3135.46,-0.32
2019-12-06,3145.91,3134.62,3150.6,3134.62,0.91
2019-12-05,3117.43,3119.21,3119.45,3103.76,0.15
2019-12-04,3112.76,3103.5,3119.38,3102.53,0.63
2019-12-03,3093.2,3087.41,3094.97,3070.33,-0.66
2019-12-02,3113.87,3143.85,3144.31,3110.78,-0.86
2019-11-29,3140.98,3147.18,3150.3,3139.34,-0.4
2019-11-27,3153.63,3145.49,3154.26,3143.41,0.42
2019-11-26,3140.52,3134.85,3142.69,3131.0,0.22
2019-11-25,3133.64,3117.44,3133.83,3117.44,0.75
2019-11-22,3110.29,3111.41,3112.87,3099.26,0.22
2019-11-21,3103.54,3108.49,3110.11,3094.55,-0.16
2019-11-20,3108.46,3114.66,3118.97,3091.41,-0.38
2019-11-19,3120.18,3127.45,3127.64,3113.47,-0.06
2019-11-18,3122.03,3117.91,3124.17,3112.06,0.05
2019-11-15,3120.46,3107.92,3120.46,3104.6,0.77
2019-11-14,3096.63,3090.75,3098.2,3083.26,0.08
2019-11-13,3094.04,3084.18,3098.06,3078.8,0.07
2019-11-12,3091.84,3089.28,3102.61,3084.73,0.16
2019-11-11,3087.01,3080.33,3088.33,3075.82,-0.2
2019-11-08,3093.08,3081.25,3093.09,3073.58,0.26
2019-11-07,3085.18,3087.02,3097.77,3080.23,0.27
2019-11-06,3076.78,3075.1,3078.34,3065.89,0.07
2019-11-05,3074.62,3080.8,3083.95,3072.15,-0.12
2019-11-04,3078.27,3078.96,3085.2,3074.87,0.37
2019-11-01,3066.91,3050.72,3066.95,3050.72,0.97
2019-10-31,3037.56,3046.9,3046.9,3023.19,-0.3
2019-10-30,3046.77,3039.74,3050.1,3025.96,0.33
2019-10-29,3036.89,3035.39,3047.87,3034.81,-0.08
2019-10-28,3039.42,3032.12,3044.08,3032.12,0.56
2019-10-25,3022.55,3003.32,3027.39,3001.94,0.41
2019-10-24,3010.29,3014.78,3016.07,3000.42,0.19
2019-10-23,3004.52,2994.01,3004.78,2991.21,0.28
2019-10-22,2995.99,3010.73,3014.57,2995.04,-0.36
2019-10-21,3006.72,2996.48,3007.33,2995.35,0.69
2019-10-18,2986.2,2996.84,3000.0,2976.31,-0.39
2019-10-17,2997.95,3000.77,3008.29,2991.79,0.28
2019-10-16,2989.69,2989.68,2997.54,2985.2,-0.2
2019-10-15,2995.68,2973.61,3003.28,2973.61,1.0
2019-10-14,2966.15,2965.81,2972.84,2962.94,-0.14
2019-10-11,2970.27,2963.07,2993.28,2963.07,1.09
2019-10-10,2938.13,2918.55,2948.46,2917.12,0.64
2019-10-09,2919.4,2911.1,2929.32,2907.41,0.91
2019-10-08,2893.06,2920.4,2925.47,2892.66,-1.56
2019-10-07,2938.79,2944.23,2959.75,2935.68,-0.45
2019-10-04,2952.01,2918.56,2953.74,2918.56,1.42
2019-10-03,2910.63,2885.38,2911.13,2855.94,0.8
2019-10-02,2887.61,2924.78,2924.78,2874.93,-1.79
2019-10-01,2940.25,2983.69,2992.53,2938.7,-1.23
2019-09-30,2976.74,2967.07,2983.85,2967.07,0.5
2019-09-27,2961.79,2985.47,2987.31,2945.53,-0.53
2019-09-26,2977.62,2985.73,2987.28,2963.71,-0.24
2019-09-25,2984.87,2968.35,2989.82,2952.86,0.62
2019-09-24,2966.6,3002.43,3007.98,2957.73,-0.84
2019-09-23,2991.78,2983.5,2999.15,2982.23,-0.01
2019-09-20,2992.07,3008.42,3016.37,2984.68,-0.49
2019-09-19,3006.79,3010.36,3021.99,3003.16,0.0
2019-09-18,3006.73,3001.5,3007.83,2978.57,0.03
2019-09-17,3005.7,2995.67,3006.21,2993.73,0.26
2019-09-16,2997.96,2996.41,3002.19,2990.67,-0.31
2019-09-13,3007.39,3012.21,3017.33,3002.9,-0.07
2019-09-12,3009.57,3009.08,3020.74,3000.92,0.29
2019-09-11,3000.93,2981.41,3000.93,2975.31,0.72
2019-09-10,2979.39,2971.01,2979.39,2957.01,0.03
2019-09-09,2978.43,2988.43,2989.43,2969.39,-0.01
2019-09-06,2978.71,2980.33,2985.03,2972.51,0.09
2019-09-05,2976.0,2960.6,2985.86,2960.6,1.3
2019-09-04,2937.78,2924.67,2938.84,2921.86,1.08
2019-09-03,2906.27,2909.01,2914.39,2891.85,-0.69
2019-08-30,2926.46,2937.09,2940.43,2913.32,0.06
2019-08-29,2924.58,2910.37,2930.5,2905.67,1.27
2019-08-28,2887.94,2861.28,2890.03,2853.05,0.65
2019-08-27,2869.16,2893.14,2898.79,2860.59,-0.32
2019-08-26,2878.38,2866.7,2879.27,2856.0,1.1
2019-08-23,2847.11,2911.07,2927.01,2834.97,-2.59
2019-08-22,2922.95,2930.94,2939.08,2904.51,-0.05
2019-08-21,2924.43,2922.04,2928.73,2917.91,0.82
2019-08-20,2900.51,2919.01,2923.63,2899.6,-0.79
2019-08-19,2923.65,2913.48,2931.0,2913.48,1.21
2019-08-16,2888.68,2864.74,2893.63,2864.74,1.44
2019-08-15,2847.6,2846.2,2856.67,2825.51,0.25
2019-08-14,2840.6,2894.15,2894.15,2839.64,-2.93
2019-08-13,2926.32,2880.72,2943.31,2877.05,1.48
2019-08-12,2883.75,2907.07,2907.58,2873.14,-1.2
2019-08-09,2918.65,2930.51,2935.75,2900.15,-0.66
2019-08-08,2938.09,2896.21,2938.72,2894.47,1.88
2019-08-07,2883.98,2858.65,2892.17,2825.71,0.08
2019-08-06,2881.77,2861.18,2884.4,2847.42,1.3
2019-08-05,2844.74,2898.07,2898.07,2822.12,-2.98
2019-08-02,2932.05,2943.9,2945.5,2914.11,-0.73
2019-08-01,2953.56,2980.32,3013.59,2945.23,-0.9
2019-07-31,2980.38,3016.22,3017.4,2958.08,-1.09
2019-07-30,3013.18,3007.66,3017.19,3000.94,-0.26
2019-07-29,3020.97,3024.47,3025.61,3014.3,-0.16
2019-07-26,3025.86,3013.25,3027.98,3012.59,0.74
2019-07-25,3003.67,3016.26,3016.31,2997.24,-0.53
2019-07-24,3019.56,2998.77,3019.59,2996.82,0.47
2019-07-23,3005.47,2994.74,3005.9,2988.56,0.68
2019-07-22,2985.03,2981.93,2990.71,2976.65,0.28
2019-07-19,2976.61,3004.26,3006.02,2975.86,-0.62
2019-07-18,2995.11,2978.87,2998.28,2973.09,0.36
2019-07-17,2984.42,3005.1,3005.26,2984.25,-0.65
2019-07-16,3004.04,3012.13,3015.02,3001.15,-0.34
2019-07-15,3014.3,3017.8,3017.8,3008.77,0.02
2019-07-12,3013.77,3003.36,3013.92,3001.87,0.46
2019-07-11,2999.91,2999.62,3002.33,2988.8,0.23
2019-07-10,2993.07,2989.3,3002.98,2984.62,0.45
2019-07-09,2979.63,2965.52,2981.9,2963.44,0.12
2019-07-08,2975.95,2979.77,2980.76,2970.09,-0.48
2019-07-05,2990.41,2984.25,2994.03,2967.97,-0.18
2019-07-03,2995.82,2978.08,2995.84,2977.96,0.77
2019-07-02,2973.01,2964.66,2973.21,2955.92,0.29
2019-07-01,2964.33,2971.41,2977.93,2952.22,0.77
2019-06-28,2941.76,2932.94,2943.98,2929.05,0.58
2019-06-27,2924.92,2919.66,2929.3,2918.57,0.38
2019-06-26,2913.78,2926.07,2932.59,2912.99,-0.12
2019-06-25,2917.38,2945.78,2946.52,2916.01,-0.95
2019-06-24,2945.35,2951.42,2954.92,2944.05,-0.17
2019-06-21,2950.46,2952.71,2964.15,2946.87,-0.13
2019-06-20,2954.18,2949.6,2958.06,2931.5,0.95
2019-06-19,2926.46,2920.55,2931.74,2911.43,0.3
2019-06-18,2917.75,2906.71,2930.79,2905.44,0.97
2019-06-17,2889.67,2889.75,2897.27,2887.3,0.09
2019-06-14,2886.98,2886.82,2894.45,2879.62,-0.16
2019-06-13,2891.64,2886.24,2895.24,2881.99,0.41
2019-06-12,2879.84,2882.73,2888.57,2874.68,-0.2
2019-06-11,2885.72,2903.27,2910.61,2878.53,-0.03
2019-06-10,2886.73,2885.83,2904.77,2885.51,0.47
2019-06-07,2873.34,2852.87,2884.97,2852.87,1.05
2019-06-06,2843.49,2828.51,2852.1,2822.45,0.61
2019-06-05,2826.15,2818.09,2827.28,2800.92,0.82
2019-06-04,2803.27,2762.64,2804.49,2762.64,2.14
2019-06-03,2744.45,2751.53,2763.07,2728.81,-0.28
2019-05-31,2752.06,2766.15,2768.98,2750.52,-1.32
2019-05-30,2788.86,2786.94,2799.0,2776.74,0.21
2019-05-29,2783.02,2790.25,2792.03,2766.06,-0.69
2019-05-28,2802.39,2830.03,2840.51,2801.58,-0.84
2019-05-24,2826.06,2832.41,2841.36,2820.19,0.14
2019-05-23,2822.24,2836.7,2836.7,2805.49,-1.19
2019-05-22,2856.27,2856.06,2865.47,2851.11,-0.28
2019-05-21,2864.36,2854.02,2868.88,2854.02,0.85
2019-05-20,2840.23,2841.94,2853.86,2831.29,-0.67
2019-05-17,2859.53,2858.6,2885.48,2854.23,-0.58
2019-05-16,2876.32,2855.8,2892.15,2855.8,0.89
2019-05-15,2850.96,2820.38,2858.68,2815.08,0.58
2019-05-14,2834.41,2820.12,2852.54,2820.12,0.8
2019-05-13,2811.87,2840.19,2840.19,2801.43,-2.41
2019-05-10,2881.4,2863.1,2891.31,2825.39,0.37
2019-05-09,2870.72,2859.84,2875.97,2836.4,-0.3
2019-05-08,2879.42,2879.61,2897.96,2873.28,-0.16
2019-05-07,2884.05,2913.03,2913.03,2862.6,-1.65
2019-05-06,2932.47,2908.89,2937.32,2898.21,-0.45
2019-05-03,2945.64,2929.21,2947.85,2929.21,0.96
2019-05-02,2917.52,2922.16,2931.68,2900.5,-0.21
2019-05-01,2923.73,2952.33,2954.13,2923.36,-0.75
2019-04-30,2945.83,2937.14,2948.22,2924.11,0.1
2019-04-29,2943.03,2940.58,2949.52,2939.35,0.11
2019-04-26,2939.88,2925.81,2939.88,2917.56,0.47
2019-04-25,2926.17,2928.99,2933.1,2912.84,-0.04
2019-04-24,2927.25,2934.0,2936.83,2926.05,-0.22
2019-04-23,2933.68,2909.99,2936.31,2908.53,0.88
2019-04-22,2907.97,2898.78,2909.51,2896.35,0.1
2019-04-18,2905.03,2904.81,2908.4,2891.9,0.16
2019-04-17,2900.45,2916.04,2918.0,2895.45,-0.23
2019-04-16,2907.06,2912.26,2916.06,2900.71,0.05
2019-04-15,2905.58,2908.32,2909.6,2896.48,-0.06
2019-04-12,2907.41,2900.86,2910.54,2898.37,0.66
2019-04-11,2888.32,2891.92,2893.42,2881.99,0.0
2019-04-10,2888.21,2881.37,2889.71,2879.13,0.35
2019-04-09,2878.2,2886.58,2886.88,2873.33,-0.61
2019-04-08,2895.77,2888.46,2895.95,2880.78,0.1
2019-04-05,2892.74,2884.16,2893.24,2882.99,0.46
2019-04-04,2879.39,2873.99,2881.28,2867.14,0.21
2019-04-03,2873.4,2876.09,2885.25,2865.17,0.21
2019-04-02,2867.24,2868.24,2872.9,2858.75,0.0
2019-04-01,2867.19,2848.63,2869.4,2848.63,1.16
2019-03-29,2834.4,2828.27,2836.03,2819.23,0.67
2019-03-28,2815.44,2809.4,2819.71,2798.77,0.36
2019-03-27,2805.37,2819.72,2825.56,2787.72,-0.46
2019-03-26,2818.46,2812.66,2829.87,2803.99,0.72
2019-03-25,2798.36,2796.01,2809.79,2785.02,-0.08
2019-03-22,2800.71,2844.52,2846.16,2800.47,-1.9
2019-03-21,2854.88,2819.72,2860.31,2817.38,1.09
2019-03-20,2824.23,2831.34,2843.54,2812.43,-0.29
2019-03-19,2832.57,2840.76,2852.42,2823.27,-0.01
2019-03-18,2832.94,2822.61,2835.41,2821.99,0.37
2019-03-15,2822.48,2810.79,2830.73,2810.79,0.5
2019-03-14,2808.48,2810.38,2815.0,2803.46,-0.09
2019-03-13,2810.92,2799.78,2821.24,2799.78,0.69
2019-03-12,2791.52,2787.34,2798.32,2786.73,0.3
2019-03-11,2783.3,2747.61,2784.0,2747.61,1.47
2019-03-08,2743.07,2730.79,2744.13,2722.27,-0.21
2019-03-07,2748.93,2766.53,2767.25,2739.09,-0.81
2019-03-06,2771.45,2790.27,2790.27,2768.69,-0.65
2019-03-05,2789.65,2794.41,2796.44,2782.97,-0.11
2019-03-04,2792.81,2814.37,2816.88,2767.66,-0.39
2019-03-01,2803.69,2798.22,2808.02,2787.38,0.69
2019-02-28,2784.49,2788.11,2793.73,2782.51,-0.28
2019-02-27,2792.38,2787.5,2795.76,2775.13,-0.05
2019-02-26,2793.9,2792.36,2803.12,2789.47,-0.08
2019-02-25,2796.11,2804.35,2813.49,2794.99,0.12
2019-02-22,2792.67,2780.67,2794.2,2779.11,0.64
2019-02-21,2774.88,2780.24,2781.58,2764.55,-0.35
2019-02-20,2784.7,2779.05,2789.88,2774.06,0.18
2019-02-19,2779.76,2769.28,2787.33,2767.29,0.15
2019-02-15,2775.6,2760.24,2775.66,2760.24,1.09
2019-02-14,2745.73,2743.5,2757.9,2731.23,-0.27
2019-02-13,2753.03,2750.3,2761.85,2748.63,0.3
2019-02-12,2744.73,2722.61,2748.19,2722.61,1.29
2019-02-11,2709.8,2712.4,2718.05,2703.79,0.07
